review,rating,label
"semenjak kapan ini, kereta api d tiket berangkat nya 14.14 sampai sekarang 14.30, blom juga sampai kereta api nya, lokasi : bandal Khalifah lokasi saya berangkat, baru ini berkendara saya sudah 3 tahun naik kereta api seminggu 2 kli, tapi Senin berkendala",1,negatif
memuaska,5,positif
sangat membatu,5,positif
ok,5,positif
"aplikasi ga jelas, sudah daftar, masa ttp gabisa di pake buat pesan tiket.",1,negatif
ih apaan gabisa daftar akun basic🙂 padahal email dan no telpon udh bener,1,negatif
"Mudah,bermanfaat",5,positif
terima kasih,5,positif
"oke lah , harga tiket sesuai",5,positif
"Aplikasi sudah diperbaiki tapi ini aplikasi yg menjerat konsumen. Saya pesan pakai aplikasi 4 hari sebelum keberangkatan, terus sehari setalahnya pindah kursi karena nomor kursi yg kita pilih sebelumnya berubah sendiri kena cas 25% (54rb) padahal masih banyak kursi kosong. Padahal telanjur pesan 2 tiket PP dan salah sistem. Kalau pindah jadwal hari atau jam masih masuk akal tp hanya pindah kursi kena 25%. Tolong diperbaiki karena ini BUMN yg harusnya berpihak pada rakyat bukan perusahaan swasta.",1,negatif
ribet lemot,1,negatif
"bagus , semoga lebih bagus",5,positif
Nice,5,positif
"Kami sekeluarga selalu pakai KAI jika mudik ke bekasi,kami puas pelayanannya...",5,positif
gak respon . beli mudah pembatalan susah smpe tiket hangus .,1,negatif
kenapa dah apk gak bisa di ss kan kita semisal mau ngasih tau orang semisal tiket habis kan gak bisa,1,negatif
top aplikasi dari dulu selalu mempermudah pemesanan tiket,5,positif
"sejak ganti rampilan, kenapa daftar penumpang pada ilang, tinggal beberapa saja.?",4,positif
bagus,5,positif
bagus,5,positif
memuaskan,5,positif
tolong Font nya di TEBAL KAN.. KECIL AMAATTT GAK KELIHATAN,5,positif
sangat membantu kita dalam perjalanan dan pemesanan tiket,5,positif
semakin di update semakin luar biasa pakai versi lama lebih asyik buat hp jadul saya,5,positif
"Saran min diusahakan untuk jadwal kereta nyampenya sesuai sama yang tertera di Aplikasi, beberapa kali naik kereta supas gapernah nyampe sesuai sama jam di aplikasi selalu lebih beberapa menit bahkan setengah jam an atau lebih",2,negatif
bgst... duit kembali dipotong 25% makan tu riba gua sumpahin anak-anak lu dongo (staff finance) dan direktur KAI,1,negatif
mantap aplikasinya,5,positif
ok,1,negatif
dimudahkan,5,positif
"tolong untuk pemilihan keretanya ubah ke persi lama aja ,yang Baru bingung gak simpel kaya sebelumnya",5,positif
Aplikasi Busuk,4,positif
praktis,3,netral
TingkatKan Pelayanan dengan layanan berkwalitaz👌,5,positif
Makin bagus aja,5,positif
sangat baik,5,positif
"makin di update makin susah buat mesen tiket perjalanan Binjai - Medan. tiket Baru dibuka, dan saya lakukan pemesanan nge bugss dia coeeg.. udah nunggu lama tiba² tidak tersedia lagi tiketnya dalam 2 menit. Tolol sih tim IT ga ada perubahan, mudahan aja KAI managementnya di periksa, soalnya ga ada perubahan untuk divisi IT nya",1,negatif
top,5,positif
"makin kesini,,ribet,,di suruh upgrade basic,tp gk bisa²,,udah tiket kereta mahal² skg, eh sistem KAI Access jd Ribet,,piye rugi mulu y yg d tampilkan,,makaNya jng MAHAL²",2,negatif
aplikasi sering perbaikan jadi keluar masuk terus saya jadi susah pesan tiket,2,negatif
aplikasi tidak bisa digunakan sejak 10-10-25,1,negatif
aplikasi paling ribet .. sering keluar akun sendiri.. pemeliharaan terus.. harusnya rating nya 0,1,negatif
kbanyakan gaya kbanyakan pemeliharaan dll. saya udah beli tiket melalui aplikasi jadinya ga bisa terpakai karena sistem sedang dalam pemeliharaan. ga bisa scan juga halahhhh,2,negatif
kog bisa aplikasi KAi muncul jadwalnya duluan aplikasi sebelah (Trav****a)? masak yg punya kereta malah belakangan muncul jadwalnya... haddduuu,3,netral
"setelah di update ko malah banyak bug? gak bisa masuk, pilihan kereta pun tidak tersedia",4,positif
gangguan,1,negatif
"update terbaru gak bagus, masa gak bisa screenshot jadwal KA, padahal sering kalo anak yg kos di luar kota mau pesan kita screenshot jadwalnya, tinggal dia pilih jam nya, skrg gak bisa... bete ah.. 👎👎👎",2,negatif
setelah upgrade tambah lelet ketikannya... sering keluar akun sendiri. aplikasi BUMN tp konyol,1,negatif
Sangat efisien dari sisi waktu menggunakan Accsess by KAI untuk pemesanan tiket kemanapun. Mudah dipahami dan flexibel pembayarannya. Thanks PT KAI. Semoga bisa lebih baik lagi di masa yang akan datang.,5,positif
good pertahankan dan jaga performa,5,positif
ok,5,positif
cukup membantu.,4,positif
cukup membantu proses mudah,5,positif
"bagus, tp klo bs pembatalan dendanya diturunkan dibawah 25%, sktr 10 % cukup, mengingat tiket yg murah cpt hbs.",4,positif
bagus cepat lagi,5,positif
makasih teeeehh 🙏🙏🙏🙏🙏 .....,5,positif
mudah di mengerti,5,positif
"saya pesan tiket KA Lokal bayar via OVO mengapa gak bisa nyambung?? sudah saya update, toh masih saja gabisa nyambung buat bayar. apa sudah tidak melayani bayar tiket kereta lokal via OVO???",3,netral
"HATI-HATI JANGAN DIUPGRAGE, DATA JADI HILANG, HARUS AKTIFASI KAI, SETELAH AKTIFASI TIDAK BISA DILANJUT, DAN KETIKA MEMILIH KERETA DAN TUJUAN TIDAK BISA MELAKUKAN PEMBAYARAN. APLIKASI NGGA BERGUNA.",1,negatif
oke,5,positif
Aplikasi sangat ringan dan bagus,5,positif
cukup mudah,2,negatif
good job,5,positif
Aplikasi berjalan lancar,4,positif
ternyata hampir keluhan semua pengguna sama nge bug mleset Mulu ngasih jadwal keberangkatan,1,negatif
"Biasanya aku bisa mengecek kembali pembayaran tiket yg belum dibayar pada halaman menu. Tapi sekarang tidak muncul, kuharap dimunculkan kembali",2,negatif
ac kereta bocor semua mengganggu kenyamanan penumpang,1,negatif
"Gk bisa pembatalan tiket lewat apk untuk kereta rajabasa dan kuala stabas. klo dulu mau pergi dadakan masih bisa dapet tiket karena ada yg pembatalan tiket online. Pembatalan tiket harus ke loket langsung jdi ribet, makin susah juga dapet tiket. Kenapa kebijakannya makin ribetttttt",3,netral
verifikasinya lma n ribet,1,negatif
mudah digunakan,5,positif
tumben lancar hahahaha,4,positif
good,5,positif
"app tayi , login anda belom terdaftar, daftar anda sudah terdaftar, gitu Weh terus sampe ngising njet",1,negatif
Aplikasi yg user friendly,5,positif
good,5,positif
recomended,5,positif
"urusan pengaduan sangat sulit, dan lambat",1,negatif
roti jadqrul bajadqr5xul x2,4,positif
coba ka lokal kereta sudah dapat lanjut bayar tidak bisa di tekan bolak balik tetep tidak bisa mksudnya cam mana ini,3,netral
"Kecewa dg sistem pembatalan & ubah jadwal tiket KAi area Sumatera Selatan yg hrs dilakukan lgsg di stasiun yg mana sblmnya bs dilakukan via apk KAi. Dg perubahan sistem manual spt ini mempersulit para penumpang yg domisilinya jauh dr stasiun jika hrs bolak balik batalin atw ubah jdwl tiket dadakan di stasiun tsb. Setibanya di stasiun, msh hrs antri panjang di loket tiket, sehingga yg antri pun kehabisan batas waktu pembatalan. Smoga ke dpn bs ubah jdwl & batalin tiket secara online kembali.",1,negatif
aplikasi ini sangat bermanfaat dan membantu sekali,5,positif
"lemot parah, udah nunggu eh malah gak bisa cek jadwal atau transaksi. bikin emosi",1,negatif
"aplikasinya masih kurang bagus, banyak yang harus di update lagi",1,negatif
apk sering eror,4,positif
perjalanan lebih mudah serta cepat dan aman sampai tujuan,5,positif
lebih mudah melakukan pembuatan tanpa harus ke statiun. terimakasih,5,positif
KENAPA SYFAANYA AKU YANG SEIMUPP ITU DIKUNCI DIKAMAR MANDI BENERIN LAGI DONG PINTUNYA 😠,1,negatif
bagus,5,positif
"smoga semakin mantaps lagi kedepan nya, jaya KAI Indonesia selamanya",5,positif
cepat,5,positif
ok bgt,5,positif
nyaman,5,positif
Kalo pas war tiket server langsung loyo,5,positif
Operator tidak menguasai product knowledge,3,netral
baik,5,positif
bagus,5,positif
udh mulai ribet aplikasinya,1,negatif
Tolong stasiun PALUR ditambahkan ya untuk stasiun lokal,5,positif
mungkin pencairan bisa lebih cepat...,5,positif
"proses checkout tombol qris tidak fungsi , proses registrasi data diri menu otp tidak bisa lanjutkan",1,negatif
thanks access by kai enakan pesan online tapi kasihan juga buat para orang tua/lansia yang kepengen naik kereta tapi ga ngerti cara pesannya,5,positif
"Saya lupa password, baru 2x salah, klik lupa password gak respon. lalu akses web krn ada save password, langsung di lock 1 jam. ini gimana sih???",1,negatif
app bagus lebih fleksibel,5,positif
"Refund kok dikenakan tarif 25%, akal akalan korupsi",1,negatif
ribet lu,1,negatif
udh 7 hr pembatalan tiket tapi knp dana belum juga dikembalikan ..,5,positif
bagus,5,positif
"sangat puas dengan kinerja aplikasi access KAI, mudah untuk UInya",5,positif
bagus selama pakai amplikasi acses KAI gmpang pesan tiket,5,positif
sangat membantu. terima kasih KAI. semoga jaya selalu,5,positif
baik,5,positif
fitur pembatalan tiket tidak berfungsi apa hanya pembatalan tiket harus ke stasiun?tidak efektif sama sekali,1,negatif
waktu pemesanan sampai ke pembayaran terlalu cepat,3,netral
urusan jadi lebih simple dan mudah,5,positif
"proses transaksi biasa cepat. sayang pas ulang tahun KAI untuk tiket murahnya proses pembayaran nya sampai 6 jam ditunggu tidak bisa, sampai sayanya ketiduran endingnya tidak dapat..",5,positif
Update terbaru nya di kolom TANGGAL butuh revisi IT nya. Tidak seperti yg sebelum versi update masih OK sistem input databasenya. Yang sekarang auto tidak berubah di pemilihan tanggal saat pilih di beranda kalender 45hari nya.,3,netral
"di perangkat android saya, setelah update, akun keluar sendiri, dan tidak bisa upgrade basic, sehigga tidak bisa memesan tiket. sudah komplain tapi tetap tidak bisa, kecewa banget si.",1,negatif
urusan perjalanan dgn kai lancar,5,positif
mudah digunakan,5,positif
bagus,5,positif
"Sangat berguna, semoga kedepannya bisa digunakan untuk pesan bus, kapal, serta tidak ada batas maximal saldo👍👃",5,positif
applikasi nya sangat bagus,5,positif
mempermudah pemesasanan,5,positif
istimewa,5,positif
download malah kaga bisa dibuka kan tolol,1,negatif
bagus,4,positif
sudah daftar tapi gabisa masuk / hrs ada member dll pdhl data yg saya isi sudah sesuai !! sangat mempersulit!!,1,negatif
"mantap ,keren aplikasinya ,mudah cepat ga bertele tele",5,positif
sangat memuaskan,5,positif
"udah bagus si.... tpi klo bisa kereta gerbong bengawan sampai tujuan banyuwangi min, bukan hanya sampai solo",4,positif
"aplikasi lemot parah, semakin sering tampilan di-update semakin bikin lemot saja",1,negatif
"Sistem yang aneh, kenapa? [1] Hanya bisa beli tiket berisi maksimal empat orang. Jadi ketika daftar suami istri dan tiga anak terpaksa salah satu tidak dalam satu tiket. [2] Tidak bisa membatalkan salah satu nama karena saya bukan salah satu dari list nama (karena maks empat). Padahal saya sendiri yang daftarkan. [3] Tidak ada fitur perubahan data penumpang, misal ingin saya ganti dengan nama lain.",1,negatif
susah sekali untuk mendaftar.. kode OTP sudah benar smpe berkali-kali tetap aja cuma loading berputar😶😵‍💫,3,netral
ok,5,positif
baik,5,positif
kalo tiket sudah habis tolong segera di perbarui,1,negatif
"tolong dibenahi lagi dong sistem pembelian tiketnya. sudah nunggu2 mau beli tiket, masa jam 00.01 sudah ludes tiket terjual labuhan ratu-kotabumi yg bener saja sedangkan sekarang dibatasi pembelian tiket pertransaksi maksimal 4 orang. apa masuk akal dlm wkt 1 menit tiket sudah ludes terjual kl gk robot.",1,negatif
Sangat meringankan.,5,positif
mantap,5,positif
Cara pesan jelas dan cepat . . kereen banget deeehh !!!,5,positif
sangat membantu,5,positif
"KERINGANAN UPDATE JADI SERIBG KELUAR MASUK AKUN, INI GIMANA SI ADMIN , KALO MAU UPDATE YA UPDATE AJA LAH GAUSA AKUN ORANG SERING DI KELUARKAN GILAK, DULU PKE APK INI AMAN AJA TAPI MAKIN KESINI MAKIN GAJELAS, SERING KELUAR MASUK AKUN TERUS GABISA RESET SANDI, APA APAAN INI",1,negatif
bagus,5,positif
layanan KAI semakin bagus.. pertahankan dan tingkatkan terus performa..,5,positif
sip banget,5,positif
Luar Biasa,5,positif
sangat membantu dan memuaskan,5,positif
semenjak update jadi GK bisa pesan tiket lagi,3,netral
ok,5,positif
Layanan memuaskan,5,positif
good,4,positif
mantap,5,positif
baik,5,positif
pelayanan cepat,5,positif
lebih effisien,5,positif
aplikasi yang bagus satset,5,positif
Sangat membantu,5,positif
bagus,5,positif
setelah di update kenapa banyak stasiun yg diketik tidak muncul? di refresh juga ttep gabisa? kenapanyaa???,2,negatif
"Sdh bbrp kali tiap top up saldo Kaspro lambat masuknya, lbh dr 1 jam blm masuk. hrs komplain dulu baru saldonya masuk. tolong tingkatkan layanan top up saldo yg realtime",3,netral
"Halo, untuk menu connecting train nya tolong diperbaiki dooong, itu keterangan transit nya kok sampai puluhan jam atau total perjalanannya ituuu, masak sih transit sampai 14 jam, tapi total perjalanan 14 jam juga, segera perbaiki bug nya dooong, tks.",2,negatif
sangat baik,5,positif
mantap,5,positif
"buruk bgt kualitas aplikasinya skrg, gabisa reschedule ataupun di cancel💔💔💔💔",1,negatif
oke,5,positif
ada gangguan,5,positif
"tampilan sekarang jelek ,bkin pusing ,tulisan gk jelas harga gk jelas gk kayak sebelumnya , Mending bkin kayak sebelumnya aja sih lebih enak dinpandang",1,negatif
setelah diupdate kenapa untuk mengisi kode OTP tidak jalan?,1,negatif
"kenapa app sering error gk bisa kepake kalo pas weekend? padahal internet lancar! kalo pas mau pesen hari biasa tiket sudah habis dan tinggal tiket yg berdiri beberapa kali bayar pake QRIS status sudah kebayar tp di aplikasi tidak muncul tiketnya, dan harus beli lg baru muncul tiket di aplikasinya, apa gak untung 2x nih pihak KAI?? 👎",1,negatif
tidak update di aplikasi kereta jakarta Bogor 22.49. Dateng kereta arah Depok jam segini,1,negatif
Sangat membantu.,5,positif
proses jadi lebih mudah dan efisien waktu,5,positif
app sangat bermanfaat sekali muda praktis inovatif.,5,positif
di versi 6.14.7 tidak bisa seting tanggal pesanan,1,negatif
mantap,5,positif
praktis,5,positif
terimakasih,4,positif
sekarang bisa free via telp. dan cepat menangani keluhan penumpang,5,positif
knp otp saya kok g bisa sh,1,negatif
"KAI Di Lampung, lebih panjang gerbong kereta Babaranjang daripada kereta penumpang, tiket selalu habis terjual, tidak ada evaluasi penambahan gerbong ya",2,negatif
"updsate 10 oktober,, saya suka aplikasi awal ini ko ribet yaa baguss kren bangets tampilan baru nya,, tapi tolong kasih tombol refresh downk di pojok atau dimana geto, biar enak mantau tiket nya haturnuhun",5,positif
Dulu bisa bayar lewat indomaret dan linkaja. Sekarang udah gabisa. Udah topup ovo & shopeepay ternyata error mulu. Kalo emang gabisa dan harus pake kaipay bilang dari awal. Terlanjur topup gini terus gimana? Balikin aplikasi kai yang lama,1,negatif
yoi kai,5,positif
"sebenernya ini apk udh cukup membantu, tapi masih banyak yang perlu dinotis sama develop. Masih banyak bug, e-boarding pass tiba-tiba gabisa dibuka pas mau di scan. end nya harus cetak, ripuh bener heran. e-tiket buat krl juga susah bener dibukanya. load lama, bug, udh beli tiket krl tapi malah ga muncul pas mau dipake. menyusahkan, kecewa berat. udh brp ribu uang ilang demi nih apk. stres",1,negatif
sangat membantu tidak perlu susah2 antri lagi,5,positif
Terimakasih KAI for your service always on top,5,positif
"mau isi identitas ketutup2 terus aplikasinya, harus mulai dr awal terus",1,negatif
ok,5,positif
good,5,positif
Makasih KAI. semua petugas keren. OTW dr Jogja ke Prujakan Cerbon. aku bawa 2 dus. 1 dus isi salak 1 dus isi bakpia 25 berat. suami juga bawa 2 dus n tas gendong. anakku bawa koper. dan harus nyebrang n lewat gerbong lain. Alhamdulillah dibantu bapak Masinis/ Kondektur aku lupa karena jam 2 pagi. ngantuk. gak sempet foto n video. dibantu sampe pintu keluar st Prujakan. makasih bapak. Barakallah.,5,positif
jadwal pemberangkatan selalu tidak ditemukan meski dicoba di beberapa tanggal aplikasi ng' berguna,1,negatif
mantap,5,positif
terbalik,5,positif
sangat puas dengan layanan PT KAI,5,positif
lumayan lah ya sekarang aplikasinya,5,positif
"aplikasi sering error ,fitur gak lengkap",1,negatif
mudah aplikasi nya,5,positif
"aplikasi tolol, banyak bug nya",1,negatif
"tolong perbaiki. masa mau pembayaran QRIS lama bgt muter"" mana sekarang gabisa dihubungkan dgn ovo/spay. bikin ruwet aja mau pesen kereta muter"" udh mau sejam gak beres"". Emosi",4,positif
jadi banyak step jdi rumit,1,negatif
"APLIKASINYA ALLAHU AKBAR LEMOTNYA. BIKIN EMOSI BANGET. JARINGAN STABIL & PAKET DATA BANYAK , LAMA BANGET MUTER NYA GAK NGERTI LAGI DEH APLIKASI GAK JELAS",2,negatif
"mudah, flexible dan bermanfaat",5,positif
luar biasa,5,positif
bagus banget nyaman,5,positif
kenapa top up menggunakan m-banking selalu gagal atau transaksi gagal padahal no va udah benar. salahnya dimana coba,1,negatif
is maizing kai accesss .,5,positif
beli tiket bandara udah isi kaipay gak bisa bayar .. dihubungkan ewallet shoopepay gak bisa juga .. ruwet angel,1,negatif
terima kasih pt kai beli tiket kereta tidak usah mengantri ke stasiun tinggal duduk manis pesen lewat aplikasi access by kai,5,positif
layanan sangat baik,5,positif
praktis untuk pemesanan dan pembelian tiket KA,5,positif
tidak bisa bayar pakai virtual account,2,negatif
ini knp ya saya Uni instal trus saya download lg kok malah harus daftar dari awal lg ya,3,netral
"parah cari tiket semua hari penuh semua ,bukan penuh tapi error. Koruptor",1,negatif
bersama kereta api Indonesia perjalanan jadi cepat tepat waktu nyaman,5,positif
Pelayanan Access by KAI benar2 mempermudah bagi para jasa pengguna transpotasi dalam setiap perjalanan,5,positif
"error 1. nggak bisa cetak boarding online 2. nggak bisa pesan railfood error di aplikasi saya saya kasih bintang 1, supaya diperbaiki.",1,negatif
kenapa sering erorrr buat pesan tiket ga bisa,1,negatif
"pesan tiiket kereta api online mudah bàyar pun gampang.kreta jg bersih,sdh ac meskìpun kelas ekonomi",5,positif
sesuai,5,positif
sumpah aplikasinya semakin diupdate makin bikin pusing...,1,negatif
bagus banget,5,positif
korup saldo!,1,negatif
Mantap,5,positif
"Naik LRT makin kesini makin parah , makin ga jelas jadwal nya, dan LAMA",1,negatif
jelas,5,positif
kerjasama sama KASPRO jelek gabisa diupgrade premium,1,negatif
👍,5,positif
baik,5,positif
"Tolong dong. udh masuk uangnya lama bgt kalau di top up. ini uang saya masa ga masuk"" udh 3 hari Lo padahal saya top up nya. gimana ini woeee",1,negatif
"selalu banyak berenti, ga sesuai jadwal jamnya, orang urusan penting buru buru malah banyak berentinya gasesuai jadwal",1,negatif
bagus cepat pelayanan,5,positif
good,5,positif
apknya agak lemott,3,netral
terbaik,5,positif
jos,5,positif
"saya suka naik transportasi ini, hanya saja saya tidak suka dengan pelayanan seorang perempuan yang bekerja di bagian penjualan disetiap gerbong kereta api, karena pengalaman saya naik, saya pernah di usir dari tempat duduk gerbong khusus makan.",2,negatif
Alhamdulillah,5,positif
"udh login, biasanya jg lancar ini jadi keluar trs akunnya pas masuk lagi malah gak bisa",1,negatif
mantul,5,positif
ok,5,positif
"Terlalu banyak bug salah satunya gabisa paymen pakai qris dipencet berkali2 ""show qris"" gak muncul2 akhire telat perjalanan 1 hari",1,negatif
"telat telat kereta,,gimna ini",3,netral
cepat sat set,5,positif
Recommended,5,positif
buat samsung grandprime sama redmi 5a gk bisa didownload!! tolong perbaiki lagi agar saya bisa kasih rating 5🌟 !!!!!,1,negatif
nanti insya Allah dicoba,5,positif
Sangat Praktis dan efisien,5,positif
"bagus, tapi kalau lebih bagus lagi user interfacenya dan bisa booking transportasi lain dan hotel lebih bagus lagi",5,positif
apl paling buruk,1,negatif
baik sekali,5,positif
"jangan bolak balik ganti tampilan, tidak perlu juga saya rasa ganti2 tampilan, lebih nyaman kalau sudah terbiasa dengan tampilan yg simpel fungsional, seperti yg awal2",5,positif
jadi lebih mudah dan cepat pesan tiket kreta,5,positif
Apakah pembayaran mengunakan e-wallet tidak bisa? (Link aja),5,positif
"komputer line dhoho sering terlambat jadwalnya, mohon untuk dibuatkan jadwal ulang pak/Bu. kemarin terlambat,hari ini juga terlambat,konsistensinya mana?",1,negatif
mantep,5,positif
good,5,positif
Gk bisa pilih tempat duduk!?,5,positif
mantap,5,positif
"ada improve, bagus lah",4,positif
okay,5,positif
"Sulit sekali pembatalan tiket KA Rajabasa harus ke stasiun, padahal sebelumnya bisa dibatalkan melalui aplikasi, sekarang ribet, padahal gak semua orang dekat dengan stasiun, walaupun harga gak seberapa tapi untuk anak kos seperti saya sangat butuh, semoga kebijakannya dikembalikan lagi seperti sebelumnya, bisa membatalkan melalui aplikasi ini.",1,negatif
"sampah, dari awal download kagak bisa dipake padahal sudah masuk semua data tetep aja error.",1,negatif
kenapa sekarang jadi susah beli tiket antar kota.. nama srasiun dan jadwal yang dimaksud gak bisa tampil?,2,negatif
klo aplsi ini mmbntu sya akan tmbhin lgi bntng ny,4,positif
"cetak boarding gabisa, cancel tiket gabisa banyak masalahnya",1,negatif
"Untuk layanan CS di WA, nunggunya lama!!! Dan kenapa gak bisa cetak e-boarding pass dari app ini?",1,negatif
terus tingkatkan,5,positif
susah banget sih liat jadwal kereta terutama jadwal KRL,1,negatif
excellent,5,positif
"sangat memudahkan customer, mantaaap",5,positif
mudah digunakan,5,positif
ok,5,positif
Tidak bisa cetak E-Boarding padahal berangkat pukul 6.05 jam 4.00 sampai jam 5.20 belum juga bisa dicetak,1,negatif
comuter line tidak bisa di klik beli tiket bikin telat,1,negatif
Membantu dalam bepergian,5,positif
"kenapa pas udah update , stasiun tujuan nya jadi gak ada, yg di tampilkan mlah stasiun terdekat nya",5,positif
baik,5,positif
ok,4,positif
mantap,5,positif
kurang ramah bagi user baru karena ga ada tips2 pengguna baru. beberapa hal seperti hadap di kereta dan tips berkereta tidak disertakan,2,negatif
Beralih ke akun besok giliran di upgrade nggak bisa... ini gimana ya kok nggak bisa-bisa.,1,negatif
sekarang sering eror mungkin karenaterlalu banyak pemakai,4,positif
bagus,5,positif
"Selallu gagal. keterangan updet menjadi member basic pas isi data gabisa mulu ket idnum alredy exist, lapor cs juga gda respon yg bermanfaat malah bikin puyeng.",1,negatif
"kalo bisa bintang 0 ku kasih 0/5, customer service sangat jelek busuk, ga berguna buat customer nanya",1,negatif
ok,5,positif
mantab,5,positif
sangatt membantuuuu,5,positif
Nyari Stasiun Tanjung PRiuk jakarta Utara kenapa gak di temukan Mulu. di KAAI Acces,1,negatif
Ok,2,negatif
lebih praktis ajj kalo mau kemna mana tak perlu beli tiket ke stasiun langsung,5,positif
aplikasi sangat membantu top deh,5,positif
"ini gimana sih mo lihat jalur gak bisa, trus perbarui k akun basic, udah masukin data, gak bisa juga 'ID NUM ALREADY EXIST' trs maunya gimana?? segera perbaiki dong KAI *Edit setelah ada jawaban KAI : Iya memang sudah terdaftar, trus kenapa disuruh update ke akun basic, kalo cuma update kan harusnya bisa kecuali suruh bikin akun baru",1,negatif
sangat membantu👍,5,positif
good,5,positif
mantap ka.aplikasina,5,positif
"sangat membantu, bagus sekali",5,positif
kenapa setelah update tidak bisa cetak eboarding pas tolong,3,netral
mudah di akses,5,positif
bagus. semoga selamanya pelayanan memuaskan,5,positif
apk ga jelas.. naik LRT ga bisa masuk karena perubahan harga jam malam. tapi diapk kepotong infonya udah melakukan perjalanan. biasanya transaksi gagal. ini main diambil aja uang orang. dengan status sudah melakukan perjalanan. 🤬,1,negatif
sukaa banget semoga bermanfaat teruss,5,positif
"Sekarang sering eror, tdk bisa e boarding",2,negatif
"MANTAP, KERJA BAGUS",1,negatif
ini kenapa sekarang cetak eboarding pass lama sekali. biasa nya 2 jam sebelum berangkat sudah bisa di cetak. ini kereta berangkat jam 21.50 sampai saat ini jam 21.20 belum bisa juga. makin diperbarui makin aneh saja.,1,negatif
"sangat bagus, aku sudah tamat",1,negatif
cepat,5,positif
apps sangat membantu..terimakasih,5,positif
boarding pass gak mau muncul,4,positif
baik,5,positif
Pilihan utama moda transportasi umum,5,positif
pembatalan keberangkatan tiba tiba tanpa alasan yg jelas,1,negatif
oke,5,positif
top,5,positif
jujur kecewa buat saya yg kerja karena itu tiap berangkat gerbong untuk perempuan selalu kosong sedang kan perempuannya malah naik d gerbong campur buat apa ada gerbong buat perempuan tapi kosong kita bela belain diri,1,negatif
"sangat memudahkan berpergian, salut untuk KAI",5,positif
aplikasi gak guna.masa tiket selalu habis bahkan sampai seminggu kemudian.jadwal keberangkatan gak muncul,1,negatif
mantapp bagus aplikasi pokoknya poooll lah,5,positif
baik,5,positif
tiket susah,2,negatif
love indonesia maju 😍😍,5,positif
"cocok buat pesan tiket, jelas aplikasinya",5,positif
"makin kesini makin lebayy aplikasinya ,, masa jumlah booking tiket penumpang di batasi 4 org aja ,, jujur enakan pakai aplikasi yg kemarin ,, karna fitur yg sekarang terlalu bikin ribett !!!!",1,negatif
"pengen tertib dan kelihatan modern, fasilitas belum memadai",1,negatif
good,5,positif
"sekarang mahal² ticketnya arah jawa tengah jalur selatan entah kenapa, pada hal milik negara tapi mahallll",2,negatif
"aplikasi apa, daftar GK masuk2",1,negatif
"jadwal kedatangan keretanya gak sesuai dengan di aplikasi,tolong di perbaiki lagi",1,negatif
mudah dan sangat membantu..👍👍,5,positif
"Masih banyak bug di aplikasi ini. Sorting kereta belum berfungsi setelah update app, filter nama kereta juga kosong. Terkesan buru2 launcing sebelum UAT :(",1,negatif
Vertifikasi member basic gak bisa mulu sedangkan mau pesen harus jadi member dulu kah?,1,negatif
"Tolong aplikasinya diperbaiki, mau pesan tiket tidak bisa loading terus, sekalinya bisa tempat duduk sudah tidak tersedia. Terus ketika pembayaran juga ada problem, keterangan sudah berhasil dibayarkan tapi tiketnya tidak muncul diaplikasi, jadi harus menghubingi CS dulu buat minta kode bookingnya biar bisa dicetak. Sudah berulang kali kayak gini tapi masih aja gk ada perbaikan.",1,negatif
aplikasi sering error dan lemot apalagi utk pembayaran .. mohon bisa lebih di perbaiki kedepannya...,2,negatif
mau naik comuter line harus punya saldo kaipay.. gak bisa pembayaran tiket pakai ewallet lain.. pas isi saldo top up kai pay gila potongan top up nya.. ngeri,1,negatif
cukup membantu,5,positif
mantap,5,positif
mantap,5,positif
semakin mudah,5,positif
jelas & simpel,5,positif
"tdk bisa lihat riwayat transaksi, saat top up lumayan lama saldo kai yg masuk, saldo awal 1000 an lalu top 30.000 tpi total saldo 28.000.",3,netral
mempermudah perjalanan antar kota sangat membantu,5,positif
"jadwal kereta lambat 15 menit dari yang seharusnya. perbaiki kedisiplinan yang sampah seperti ini. setidaknya telat paling lambat itu 5 menit dari yang di jadwalkan atau jangan ada jadwal untuk memberikan harapan, biarkan penumpang nebak sendiri kereta apa kemana",1,negatif
first experience jd bad experience. Saya pesen whoosh melalui apk ini namun tidak ada opsi untuk reschedule/refund via apk ini. Apk ini bukan membantu justru menyusahkan karna apabila ingin reschedule/refund pesan whoosh lewat apk ini harus datang di stasiun whoosh. Segera hapuslah fitur pembelian whoosh apabila kerja sama hanya setengah². Gaakan pake KAI & whoosh lg,1,negatif
baik,5,positif
"Kenapa malah udah update aplikasi jd lemot dan mau masuk pun susah... Udah enak pakai aplikasi lama lancar ,kalau gak kena upgrade otomatis, kalau tau kaya gini gak aku upgrade",5,positif
"tampilan barunya agak sedikit pusing, gak sesimpel yg sebelumnya",2,negatif
pelayanan buruk,1,negatif
yang update malah sering eror,1,negatif
KO BISA YAH KERJASAMANYA SM KASPRO SUPER2 BURIK APA ANGGARANNYA DI K*R*P YAAH. MAKANYA PLIH2 YANG MURAH DAN JELAS2 MERUGIKAN BAGI BANYAK ORANG GA ADA ANGGARAN APA YG LEBIH BAGUS KERJASAMANYA DENGAN EWALLET DANA GOPEY GITU????,1,negatif
